"obecVysledkyId","obecId","nuts5","stranaId","hlasy","hlasyPct"
10297,592,"535320",37,4,0.93
10298,592,"535320",39,8,1.86
10299,592,"535320",40,1,0.23
10300,593,"535338",1,2,1.00
10301,593,"535338",2,1,0.50
10302,593,"535338",3,1,0.50
10303,593,"535338",5,38,18.91
10304,593,"535338",6,3,1.49
10305,593,"535338",7,6,2.99
10306,593,"535338",9,9,4.48
10307,593,"535338",12,4,1.99
10308,593,"535338",19,3,1.49
10309,593,"535338",24,4,1.99
10310,593,"535338",25,2,1.00
10311,593,"535338",26,21,10.45
10312,593,"535338",27,27,13.43
10313,593,"535338",28,15,7.46
10314,593,"535338",30,49,24.38
10315,593,"535338",31,2,1.00
10316,593,"535338",34,2,1.00
10317,593,"535338",35,1,0.50
10318,593,"535338",37,1,0.50
10319,593,"535338",39,6,2.99
10320,593,"535338",40,4,1.99
10321,594,"535354",2,1,1.39
10322,594,"535354",5,6,8.33
10323,594,"535354",6,1,1.39
10324,594,"535354",7,1,1.39
10325,594,"535354",9,2,2.78
10326,594,"535354",15,2,2.78
10327,594,"535354",16,1,1.39
10328,594,"535354",26,7,9.72
10329,594,"535354",27,12,16.67
10330,594,"535354",28,13,18.06
10331,594,"535354",30,22,30.56
10332,594,"535354",31,2,2.78
10333,594,"535354",34,1,1.39
10334,594,"535354",39,1,1.39
10335,595,"535389",5,16,16.84
10336,595,"535389",6,7,7.37
10337,595,"535389",9,5,5.26
10338,595,"535389",24,5,5.26
10339,595,"535389",25,1,1.05
10340,595,"535389",26,12,12.63
10341,595,"535389",27,12,12.63
10342,595,"535389",28,13,13.68
10343,595,"535389",30,22,23.16
10344,595,"535389",34,1,1.05
10345,595,"535389",39,1,1.05
10346,596,"535397",1,2,1.74
10347,596,"535397",2,2,1.74
10348,596,"535397",3,1,0.87
10349,596,"535397",4,1,0.87
10350,596,"535397",5,11,9.57
10351,596,"535397",6,1,0.87
10352,596,"535397",7,1,0.87
10353,596,"535397",9,4,3.48
10354,596,"535397",10,1,0.87
10355,596,"535397",16,3,2.61
10356,596,"535397",19,1,0.87
10357,596,"535397",22,1,0.87
10358,596,"535397",24,1,0.87
10359,596,"535397",25,2,1.74
10360,596,"535397",26,12,10.43
10361,596,"535397",27,26,22.61
10362,596,"535397",28,6,5.22
10363,596,"535397",30,28,24.35
10364,596,"535397",31,3,2.61
10365,596,"535397",34,2,1.74
10366,596,"535397",39,3,2.61
10367,596,"535397",40,3,2.61
10368,597,"538345",2,1,0.52
10369,597,"538345",5,36,18.65
10370,597,"538345",6,4,2.07
10371,597,"538345",7,8,4.15
10372,597,"538345",9,14,7.25
10373,597,"538345",10,1,0.52
10374,597,"538345",12,3,1.55
10375,597,"538345",14,1,0.52
10376,597,"538345",16,4,2.07
10377,597,"538345",21,1,0.52
10378,597,"538345",24,6,3.11
10379,597,"538345",25,2,1.04
10380,597,"538345",26,28,14.51
10381,597,"538345",27,22,11.40
10382,597,"538345",28,13,6.74
10383,597,"538345",30,45,23.32
10384,597,"538345",32,1,0.52
10385,597,"538345",34,2,1.04
10386,597,"538345",39,1,0.52
10387,598,"538647",1,2,0.97
10388,598,"538647",5,54,26.09
10389,598,"538647",6,5,2.42
10390,598,"538647",7,2,0.97
10391,598,"538647",9,6,2.90
10392,598,"538647",12,2,0.97
10393,598,"538647",15,1,0.48
10394,598,"538647",16,3,1.45
10395,598,"538647",17,2,0.97
10396,598,"538647",18,1,0.48
10397,598,"538647",24,6,2.90
10398,598,"538647",25,1,0.48
10399,598,"538647",26,35,16.91
10400,598,"538647",27,27,13.04
10401,598,"538647",28,25,12.08
10402,598,"538647",30,31,14.98
10403,598,"538647",34,2,0.97
10404,598,"538647",40,2,0.97
10405,599,"539201",2,3,1.21
10406,599,"539201",5,26,10.53
10407,599,"539201",6,6,2.43
10408,599,"539201",7,10,4.05
10409,599,"539201",9,22,8.91
10410,599,"539201",15,1,0.40
10411,599,"539201",16,1,0.40
10412,599,"539201",24,3,1.21
10413,599,"539201",25,3,1.21
10414,599,"539201",26,44,17.81
10415,599,"539201",27,54,21.86
10416,599,"539201",28,8,3.24
10417,599,"539201",30,56,22.67
10418,599,"539201",31,1,0.40
10419,599,"539201",34,2,0.81
10420,599,"539201",35,1,0.40
10421,599,"539201",39,5,2.02
10422,599,"539201",40,1,0.40
10423,600,"571784",3,1,0.20
10424,600,"571784",5,118,23.98
10425,600,"571784",6,8,1.63
10426,600,"571784",7,13,2.64
10427,600,"571784",9,14,2.85
10428,600,"571784",10,2,0.41
10429,600,"571784",11,2,0.41
10430,600,"571784",12,3,0.61
10431,600,"571784",13,1,0.20
10432,600,"571784",14,2,0.41
10433,600,"571784",16,5,1.02
10434,600,"571784",19,3,0.61
10435,600,"571784",22,2,0.41
10436,600,"571784",24,21,4.27
10437,600,"571784",25,3,0.61
10438,600,"571784",26,40,8.13
10439,600,"571784",27,62,12.60
10440,600,"571784",28,57,11.59
10441,600,"571784",29,2,0.41
10442,600,"571784",30,112,22.76
10443,600,"571784",31,4,0.81
10444,600,"571784",34,3,0.61
10445,600,"571784",36,2,0.41
10446,600,"571784",37,2,0.41
10447,600,"571784",39,8,1.63
10448,600,"571784",40,2,0.41
10449,601,"571792",2,1,0.89
10450,601,"571792",5,21,18.75
10451,601,"571792",6,5,4.46
10452,601,"571792",7,3,2.68
10453,601,"571792",9,8,7.14
10454,601,"571792",12,1,0.89
10455,601,"571792",16,1,0.89
10456,601,"571792",23,2,1.79
10457,601,"571792",24,8,7.14
10458,601,"571792",25,1,0.89
10459,601,"571792",26,12,10.71
10460,601,"571792",27,27,24.11
10461,601,"571792",28,7,6.25
10462,601,"571792",29,1,0.89
10463,601,"571792",30,12,10.71
10464,601,"571792",35,1,0.89
10465,601,"571792",40,1,0.89
10466,602,"598291",5,29,20.42
10467,602,"598291",6,1,0.70
10468,602,"598291",7,4,2.82
10469,602,"598291",9,7,4.93
10470,602,"598291",23,1,0.70
10471,602,"598291",24,7,4.93
10472,602,"598291",25,1,0.70
10473,602,"598291",26,30,21.13
10474,602,"598291",27,32,22.54
10475,602,"598291",28,1,0.70
10476,602,"598291",30,20,14.08
10477,602,"598291",33,1,0.70
10478,602,"598291",37,2,1.41
10479,602,"598291",39,4,2.82
10480,602,"598291",40,2,1.41
10481,603,"599492",1,1,3.03
10482,603,"599492",5,4,12.12
10483,603,"599492",7,3,9.09
10484,603,"599492",9,4,12.12
10485,603,"599492",26,4,12.12
10486,603,"599492",27,5,15.15
10487,603,"599492",28,2,6.06
10488,603,"599492",30,10,30.30
10489,604,"529591",5,10,21.74
10490,604,"529591",7,1,2.17
10491,604,"529591",9,2,4.35
10492,604,"529591",12,2,4.35
10493,604,"529591",24,2,4.35
10494,604,"529591",26,9,19.57
10495,604,"529591",27,5,10.87
10496,604,"529591",28,3,6.52
10497,604,"529591",30,9,19.57
10498,604,"529591",37,1,2.17
10499,604,"529591",39,1,2.17
10500,604,"529591",40,1,2.17
10501,605,"529605",2,1,1.72
10502,605,"529605",3,1,1.72
10503,605,"529605",5,3,5.17
10504,605,"529605",6,3,5.17
10505,605,"529605",7,2,3.45
10506,605,"529605",9,4,6.90
10507,605,"529605",10,1,1.72
10508,605,"529605",12,1,1.72
10509,605,"529605",16,4,6.90
10510,605,"529605",19,1,1.72
10511,605,"529605",22,1,1.72
10512,605,"529605",24,1,1.72
10513,605,"529605",26,5,8.62
10514,605,"529605",27,6,10.34
10515,605,"529605",28,5,8.62
10516,605,"529605",30,12,20.69
10517,605,"529605",34,1,1.72
10518,605,"529605",37,2,3.45
10519,605,"529605",39,2,3.45
10520,605,"529605",40,2,3.45
10521,606,"529613",2,2,2.94
10522,606,"529613",3,1,1.47
10523,606,"529613",5,5,7.35
10524,606,"529613",6,2,2.94
10525,606,"529613",7,15,22.06
10526,606,"529613",9,5,7.35
10527,606,"529613",10,1,1.47
10528,606,"529613",11,1,1.47
10529,606,"529613",17,1,1.47
10530,606,"529613",23,1,1.47
10531,606,"529613",25,1,1.47
10532,606,"529613",26,4,5.88
10533,606,"529613",27,7,10.29
10534,606,"529613",28,4,5.88
10535,606,"529613",30,13,19.12
10536,606,"529613",34,1,1.47
10537,606,"529613",39,2,2.94
10538,606,"529613",40,2,2.94
10539,607,"535419",1,10,0.12
10540,607,"535419",2,39,0.48
10541,607,"535419",3,18,0.22
10542,607,"535419",4,6,0.07
10543,607,"535419",5,1481,18.19
10544,607,"535419",6,119,1.46
10545,607,"535419",7,351,4.31
10546,607,"535419",8,6,0.07
10547,607,"535419",9,516,6.34
10548,607,"535419",10,13,0.16
10549,607,"535419",11,16,0.20
10550,607,"535419",12,73,0.90
10551,607,"535419",13,24,0.29
10552,607,"535419",14,12,0.15
10553,607,"535419",15,4,0.05
10554,607,"535419",16,73,0.90
10555,607,"535419",17,1,0.01
10556,607,"535419",18,2,0.02
10557,607,"535419",19,30,0.37
10558,607,"535419",21,4,0.05
10559,607,"535419",22,15,0.18
10560,607,"535419",23,3,0.04
10561,607,"535419",24,196,2.41
10562,607,"535419",25,52,0.64
10563,607,"535419",26,911,11.19
10564,607,"535419",27,1044,12.82
10565,607,"535419",28,814,10.00
10566,607,"535419",29,9,0.11
10567,607,"535419",30,1899,23.32
10568,607,"535419",31,11,0.14
10569,607,"535419",32,1,0.01
10570,607,"535419",33,1,0.01
10571,607,"535419",34,63,0.77
10572,607,"535419",35,7,0.09
10573,607,"535419",36,9,0.11
10574,607,"535419",37,38,0.47
10575,607,"535419",39,236,2.90
10576,607,"535419",40,35,0.43
10577,608,"535427",2,5,0.46
10578,608,"535427",3,2,0.18
10579,608,"535427",5,175,16.04
10580,608,"535427",6,15,1.37
10581,608,"535427",7,63,5.77
10582,608,"535427",9,83,7.61
10583,608,"535427",10,1,0.09
10584,608,"535427",11,3,0.27
10585,608,"535427",12,25,2.29
10586,608,"535427",13,3,0.27
10587,608,"535427",16,18,1.65
10588,608,"535427",17,4,0.37
10589,608,"535427",18,2,0.18
10590,608,"535427",19,5,0.46
10591,608,"535427",21,1,0.09
10592,608,"535427",23,1,0.09
10593,608,"535427",24,24,2.20
10594,608,"535427",25,6,0.55
10595,608,"535427",26,154,14.12
10596,608,"535427",27,125,11.46
10597,608,"535427",28,78,7.15
10598,608,"535427",29,2,0.18
10599,608,"535427",30,265,24.29
10600,608,"535427",31,4,0.37
10601,608,"535427",32,2,0.18
10602,608,"535427",34,4,0.37
10603,608,"535427",36,1,0.09
10604,608,"535427",37,2,0.18
10605,608,"535427",39,16,1.47
10606,608,"535427",40,2,0.18
10607,609,"535443",1,2,0.23
10608,609,"535443",2,2,0.23
10609,609,"535443",3,1,0.11
10610,609,"535443",4,1,0.11
10611,609,"535443",5,110,12.40
10612,609,"535443",6,19,2.14
10613,609,"535443",7,60,6.76
10614,609,"535443",9,56,6.31
10615,609,"535443",10,4,0.45
10616,609,"535443",11,2,0.23
10617,609,"535443",12,16,1.80
10618,609,"535443",14,4,0.45
10619,609,"535443",15,1,0.11
10620,609,"535443",16,4,0.45
10621,609,"535443",19,8,0.90
10622,609,"535443",22,1,0.11
10623,609,"535443",23,1,0.11
10624,609,"535443",24,16,1.80
10625,609,"535443",25,4,0.45
10626,609,"535443",26,73,8.23
10627,609,"535443",27,119,13.42
10628,609,"535443",28,109,12.29
10629,609,"535443",29,1,0.11
10630,609,"535443",30,235,26.49
10631,609,"535443",31,4,0.45
10632,609,"535443",32,1,0.11
10633,609,"535443",34,2,0.23
10634,609,"535443",35,1,0.11
10635,609,"535443",36,2,0.23
10636,609,"535443",37,3,0.34
10637,609,"535443",39,22,2.48
10638,609,"535443",40,3,0.34
10639,610,"535451",1,2,0.14
10640,610,"535451",2,4,0.27
10641,610,"535451",5,312,21.08
10642,610,"535451",6,28,1.89
10643,610,"535451",7,61,4.12
10644,610,"535451",9,91,6.15
10645,610,"535451",10,7,0.47
10646,610,"535451",11,5,0.34
10647,610,"535451",12,14,0.95
10648,610,"535451",13,4,0.27
10649,610,"535451",14,1,0.07
10650,610,"535451",15,2,0.14
10651,610,"535451",16,5,0.34
10652,610,"535451",17,1,0.07
10653,610,"535451",18,2,0.14
10654,610,"535451",19,1,0.07
10655,610,"535451",23,3,0.20
10656,610,"535451",24,32,2.16
10657,610,"535451",25,6,0.41
10658,610,"535451",26,146,9.86
10659,610,"535451",27,207,13.99
10660,610,"535451",28,181,12.23
10661,610,"535451",29,2,0.14
10662,610,"535451",30,294,19.86
10663,610,"535451",32,1,0.07
10664,610,"535451",33,3,0.20
10665,610,"535451",34,3,0.20
10666,610,"535451",36,2,0.14
10667,610,"535451",37,8,0.54
10668,610,"535451",38,1,0.07
10669,610,"535451",39,48,3.24
10670,610,"535451",40,3,0.20
10671,611,"535478",5,20,13.33
10672,611,"535478",6,3,2.00
10673,611,"535478",7,9,6.00
10674,611,"535478",9,25,16.67
10675,611,"535478",13,2,1.33
10676,611,"535478",15,1,0.67
10677,611,"535478",16,2,1.33
10678,611,"535478",22,1,0.67
10679,611,"535478",23,1,0.67
10680,611,"535478",24,1,0.67
10681,611,"535478",26,7,4.67
10682,611,"535478",27,22,14.67
10683,611,"535478",28,9,6.00
10684,611,"535478",30,33,22.00
10685,611,"535478",31,1,0.67
10686,611,"535478",34,2,1.33
10687,611,"535478",39,11,7.33
10688,612,"535486",5,14,14.43
10689,612,"535486",6,3,3.09
10690,612,"535486",7,4,4.12
10691,612,"535486",9,24,24.74
10692,612,"535486",12,1,1.03
10693,612,"535486",16,1,1.03
10694,612,"535486",19,1,1.03
10695,612,"535486",24,3,3.09
10696,612,"535486",25,1,1.03
10697,612,"535486",26,7,7.22
10698,612,"535486",27,8,8.25
10699,612,"535486",28,6,6.19
10700,612,"535486",30,23,23.71
10701,612,"535486",37,1,1.03
10702,613,"535508",2,2,3.28
10703,613,"535508",3,1,1.64
10704,613,"535508",5,8,13.11
10705,613,"535508",6,2,3.28
10706,613,"535508",7,9,14.75
10707,613,"535508",9,5,8.20
10708,613,"535508",11,1,1.64
10709,613,"535508",15,1,1.64
10710,613,"535508",16,1,1.64
10711,613,"535508",26,5,8.20
10712,613,"535508",27,1,1.64
10713,613,"535508",28,4,6.56
10714,613,"535508",30,21,34.43
10715,614,"535516",5,28,22.22
10716,614,"535516",6,1,0.79
10717,614,"535516",7,3,2.38
10718,614,"535516",16,2,1.59
10719,614,"535516",19,1,0.79
10720,614,"535516",21,1,0.79
10721,614,"535516",23,2,1.59
10722,614,"535516",24,4,3.17
10723,614,"535516",26,15,11.90
10724,614,"535516",27,15,11.90
10725,614,"535516",28,13,10.32
10726,614,"535516",30,40,31.75
10727,614,"535516",34,1,0.79
10728,615,"535559",2,4,2.41
10729,615,"535559",5,19,11.45
10730,615,"535559",6,4,2.41
10731,615,"535559",7,6,3.61
10732,615,"535559",9,14,8.43
10733,615,"535559",12,3,1.81
10734,615,"535559",16,2,1.20
10735,615,"535559",24,1,0.60
10736,615,"535559",25,1,0.60
10737,615,"535559",26,17,10.24
10738,615,"535559",27,29,17.47
10739,615,"535559",28,21,12.65
10740,615,"535559",30,42,25.30
10741,615,"535559",34,1,0.60
10742,615,"535559",39,2,1.20
10743,616,"535567",3,2,1.69
10744,616,"535567",5,30,25.42
10745,616,"535567",6,3,2.54
10746,616,"535567",7,6,5.08
10747,616,"535567",9,3,2.54
10748,616,"535567",11,1,0.85
10749,616,"535567",12,2,1.69
10750,616,"535567",24,3,2.54
10751,616,"535567",25,2,1.69
10752,616,"535567",26,13,11.02
10753,616,"535567",27,18,15.25
10754,616,"535567",28,5,4.24
10755,616,"535567",30,27,22.88
10756,616,"535567",34,2,1.69
10757,616,"535567",39,1,0.85
10758,617,"535583",1,1,0.48
10759,617,"535583",3,2,0.95
10760,617,"535583",5,39,18.57
10761,617,"535583",6,3,1.43
10762,617,"535583",7,11,5.24
10763,617,"535583",8,1,0.48
10764,617,"535583",9,22,10.48
10765,617,"535583",11,3,1.43
10766,617,"535583",12,1,0.48
10767,617,"535583",13,2,0.95
10768,617,"535583",16,2,0.95
10769,617,"535583",24,6,2.86
10770,617,"535583",25,6,2.86
10771,617,"535583",26,23,10.95
10772,617,"535583",27,31,14.76
10773,617,"535583",28,11,5.24
10774,617,"535583",29,1,0.48
10775,617,"535583",30,39,18.57
10776,617,"535583",36,1,0.48
10777,617,"535583",39,3,1.43
10778,617,"535583",40,2,0.95
10779,618,"535605",2,3,2.29
10780,618,"535605",3,1,0.76
10781,618,"535605",5,16,12.21
10782,618,"535605",6,1,0.76
10783,618,"535605",7,7,5.34
10784,618,"535605",9,4,3.05
10785,618,"535605",12,1,0.76
10786,618,"535605",14,1,0.76
10787,618,"535605",16,4,3.05
10788,618,"535605",24,5,3.82
10789,618,"535605",26,14,10.69
10790,618,"535605",27,21,16.03
10791,618,"535605",28,7,5.34
10792,618,"535605",29,1,0.76
10793,618,"535605",30,42,32.06
10794,618,"535605",34,1,0.76
10795,618,"535605",36,1,0.76
10796,618,"535605",40,1,0.76
10797,619,"535621",2,1,0.69
10798,619,"535621",5,17,11.72
10799,619,"535621",6,4,2.76
10800,619,"535621",7,9,6.21
10801,619,"535621",9,20,13.79
10802,619,"535621",12,1,0.69
10803,619,"535621",13,1,0.69
10804,619,"535621",16,4,2.76
10805,619,"535621",24,2,1.38
10806,619,"535621",26,10,6.90
10807,619,"535621",27,24,16.55
10808,619,"535621",28,8,5.52
10809,619,"535621",30,39,26.90
10810,619,"535621",31,2,1.38
10811,619,"535621",39,3,2.07
10812,620,"535630",3,1,0.68
10813,620,"535630",5,35,23.97
10814,620,"535630",6,3,2.05
10815,620,"535630",7,7,4.79
10816,620,"535630",9,14,9.59
10817,620,"535630",12,3,2.05
10818,620,"535630",14,3,2.05
10819,620,"535630",16,2,1.37
10820,620,"535630",24,2,1.37
10821,620,"535630",26,11,7.53
10822,620,"535630",27,23,15.75
10823,620,"535630",28,20,13.70
10824,620,"535630",30,20,13.70
10825,620,"535630",39,2,1.37
10826,621,"535656",5,20,22.99
10827,621,"535656",6,3,3.45
10828,621,"535656",7,1,1.15
10829,621,"535656",9,4,4.60
10830,621,"535656",12,4,4.60
10831,621,"535656",13,1,1.15
10832,621,"535656",19,1,1.15
10833,621,"535656",23,1,1.15
10834,621,"535656",24,2,2.30
10835,621,"535656",25,1,1.15
10836,621,"535656",26,11,12.64
10837,621,"535656",27,13,14.94
10838,621,"535656",28,5,5.75
10839,621,"535656",30,16,18.39
10840,621,"535656",39,2,2.30
10841,621,"535656",40,2,2.30
10842,622,"535672",1,1,0.12
10843,622,"535672",2,4,0.49
10844,622,"535672",3,1,0.12
10845,622,"535672",5,146,18.00
10846,622,"535672",6,10,1.23
10847,622,"535672",7,56,6.91
10848,622,"535672",8,1,0.12
10849,622,"535672",9,50,6.17
10850,622,"535672",10,1,0.12
10851,622,"535672",11,1,0.12
10852,622,"535672",12,14,1.73
10853,622,"535672",13,5,0.62
10854,622,"535672",15,4,0.49
10855,622,"535672",16,7,0.86
10856,622,"535672",18,2,0.25
10857,622,"535672",19,1,0.12
10858,622,"535672",22,4,0.49
10859,622,"535672",24,20,2.47
10860,622,"535672",25,1,0.12
10861,622,"535672",26,65,8.01
10862,622,"535672",27,98,12.08
10863,622,"535672",28,59,7.27
10864,622,"535672",29,1,0.12
10865,622,"535672",30,219,27.00
10866,622,"535672",33,1,0.12
10867,622,"535672",34,10,1.23
10868,622,"535672",35,1,0.12
10869,622,"535672",36,3,0.37
10870,622,"535672",37,4,0.49
10871,622,"535672",39,20,2.47
10872,622,"535672",40,1,0.12
10873,623,"535702",2,2,0.42
10874,623,"535702",3,2,0.42
10875,623,"535702",4,1,0.21
10876,623,"535702",5,74,15.64
10877,623,"535702",6,21,4.44
10878,623,"535702",7,13,2.75
10879,623,"535702",9,27,5.71
10880,623,"535702",11,1,0.21
10881,623,"535702",12,9,1.90
10882,623,"535702",15,1,0.21
10883,623,"535702",16,4,0.85
10884,623,"535702",22,4,0.85
10885,623,"535702",24,8,1.69
10886,623,"535702",25,2,0.42
10887,623,"535702",26,49,10.36
10888,623,"535702",27,73,15.43
10889,623,"535702",28,24,5.07
10890,623,"535702",29,2,0.42
10891,623,"535702",30,142,30.02
10892,623,"535702",34,2,0.42
10893,623,"535702",37,2,0.42
10894,623,"535702",39,9,1.90
10895,623,"535702",40,1,0.21
10896,624,"535711",5,6,13.95
10897,624,"535711",7,8,18.60
10898,624,"535711",9,7,16.28
10899,624,"535711",12,1,2.33
10900,624,"535711",15,1,2.33
10901,624,"535711",25,1,2.33
10902,624,"535711",27,4,9.30
10903,624,"535711",28,4,9.30
10904,624,"535711",30,5,11.63
10905,624,"535711",34,4,9.30
10906,624,"535711",37,2,4.65
10907,625,"535729",3,1,1.37
10908,625,"535729",4,1,1.37
10909,625,"535729",5,11,15.07
10910,625,"535729",6,1,1.37
10911,625,"535729",7,5,6.85
10912,625,"535729",9,2,2.74
10913,625,"535729",11,1,1.37
10914,625,"535729",12,2,2.74
10915,625,"535729",19,1,1.37
10916,625,"535729",24,1,1.37
10917,625,"535729",26,9,12.33
10918,625,"535729",27,6,8.22
10919,625,"535729",28,2,2.74
10920,625,"535729",30,30,41.10
10921,626,"535745",3,1,1.61
10922,626,"535745",5,2,3.23
10923,626,"535745",6,7,11.29
10924,626,"535745",7,2,3.23
10925,626,"535745",9,6,9.68
10926,626,"535745",10,1,1.61
10927,626,"535745",12,1,1.61
10928,626,"535745",13,1,1.61
10929,626,"535745",24,7,11.29
10930,626,"535745",26,4,6.45
10931,626,"535745",27,9,14.52
10932,626,"535745",28,3,4.84
10933,626,"535745",30,14,22.58
10934,626,"535745",34,2,3.23
10935,626,"535745",39,1,1.61
10936,626,"535745",40,1,1.61
10937,627,"535818",2,1,0.92
10938,627,"535818",5,16,14.68
10939,627,"535818",6,3,2.75
10940,627,"535818",7,10,9.17
10941,627,"535818",9,4,3.67
10942,627,"535818",12,4,3.67
10943,627,"535818",16,1,0.92
10944,627,"535818",24,4,3.67
10945,627,"535818",26,11,10.09
10946,627,"535818",27,13,11.93
10947,627,"535818",28,4,3.67
10948,627,"535818",30,33,30.28
10949,627,"535818",34,1,0.92
10950,627,"535818",36,1,0.92
10951,627,"535818",39,2,1.83
10952,627,"535818",40,1,0.92
10953,628,"535834",5,7,13.73
10954,628,"535834",6,1,1.96
10955,628,"535834",7,2,3.92
10956,628,"535834",8,1,1.96
10957,628,"535834",9,1,1.96
10958,628,"535834",15,1,1.96
10959,628,"535834",19,1,1.96
10960,628,"535834",26,7,13.73
10961,628,"535834",27,13,25.49
10962,628,"535834",28,2,3.92
10963,628,"535834",30,13,25.49
10964,628,"535834",36,1,1.96
10965,628,"535834",39,1,1.96
10966,629,"535869",5,38,26.95
10967,629,"535869",6,3,2.13
10968,629,"535869",7,3,2.13
10969,629,"535869",9,15,10.64
10970,629,"535869",12,4,2.84
10971,629,"535869",14,1,0.71
10972,629,"535869",15,1,0.71
10973,629,"535869",16,1,0.71
10974,629,"535869",24,1,0.71
10975,629,"535869",26,9,6.38
10976,629,"535869",27,16,11.35
10977,629,"535869",28,11,7.80
10978,629,"535869",29,1,0.71
10979,629,"535869",30,32,22.70
10980,629,"535869",35,1,0.71
10981,629,"535869",39,2,1.42
10982,629,"535869",40,2,1.42
10983,630,"535923",3,1,1.10
10984,630,"535923",5,6,6.59
10985,630,"535923",6,2,2.20
10986,630,"535923",7,8,8.79
10987,630,"535923",9,12,13.19
10988,630,"535923",12,2,2.20
10989,630,"535923",13,1,1.10
10990,630,"535923",16,1,1.10
10991,630,"535923",22,1,1.10
10992,630,"535923",24,1,1.10
10993,630,"535923",25,1,1.10
10994,630,"535923",26,12,13.19
10995,630,"535923",27,22,24.18
10996,630,"535923",28,5,5.49
10997,630,"535923",30,14,15.38
10998,630,"535923",34,1,1.10
10999,630,"535923",37,1,1.10
11000,631,"535931",5,24,13.64
11001,631,"535931",6,4,2.27
11002,631,"535931",7,3,1.70
11003,631,"535931",9,21,11.93
11004,631,"535931",10,1,0.57
11005,631,"535931",12,2,1.14
11006,631,"535931",15,1,0.57
11007,631,"535931",16,1,0.57
11008,631,"535931",18,1,0.57
11009,631,"535931",19,2,1.14
11010,631,"535931",22,3,1.70
11011,631,"535931",24,3,1.70
11012,631,"535931",26,19,10.80
11013,631,"535931",27,15,8.52
11014,631,"535931",28,15,8.52
11015,631,"535931",30,44,25.00
11016,631,"535931",31,2,1.14
11017,631,"535931",32,2,1.14
11018,631,"535931",34,2,1.14
11019,631,"535931",39,11,6.25
11020,632,"535966",2,2,1.83
11021,632,"535966",5,20,18.35
11022,632,"535966",6,2,1.83
11023,632,"535966",7,10,9.17
11024,632,"535966",9,7,6.42
11025,632,"535966",12,1,0.92
11026,632,"535966",24,2,1.83
11027,632,"535966",25,3,2.75
11028,632,"535966",26,8,7.34
11029,632,"535966",27,12,11.01
11030,632,"535966",28,11,10.09
11031,632,"535966",30,24,22.02
11032,632,"535966",31,1,0.92
11033,632,"535966",34,1,0.92
11034,632,"535966",37,1,0.92
11035,632,"535966",39,4,3.67
11036,633,"535974",5,11,11.58
11037,633,"535974",7,9,9.47
11038,633,"535974",9,6,6.32
11039,633,"535974",10,1,1.05
11040,633,"535974",11,2,2.11
11041,633,"535974",12,1,1.05
11042,633,"535974",13,1,1.05
11043,633,"535974",16,1,1.05
11044,633,"535974",23,2,2.11
11045,633,"535974",25,1,1.05
11046,633,"535974",26,2,2.11
11047,633,"535974",27,15,15.79
11048,633,"535974",28,6,6.32
11049,633,"535974",30,32,33.68
11050,633,"535974",35,1,1.05
11051,633,"535974",36,2,2.11
11052,633,"535974",37,2,2.11
11053,634,"536008",5,17,13.49
11054,634,"536008",6,4,3.17
11055,634,"536008",7,3,2.38
11056,634,"536008",9,12,9.52
11057,634,"536008",11,1,0.79
11058,634,"536008",12,2,1.59
11059,634,"536008",18,2,1.59
11060,634,"536008",21,1,0.79
11061,634,"536008",24,3,2.38
11062,634,"536008",25,1,0.79
11063,634,"536008",26,4,3.17
11064,634,"536008",27,21,16.67
11065,634,"536008",28,11,8.73
11066,634,"536008",30,42,33.33
11067,634,"536008",39,2,1.59
11068,635,"536024",5,32,19.51
11069,635,"536024",6,6,3.66
11070,635,"536024",7,22,13.41
11071,635,"536024",9,6,3.66
11072,635,"536024",14,1,0.61
11073,635,"536024",16,4,2.44
11074,635,"536024",24,1,0.61
11075,635,"536024",25,1,0.61
11076,635,"536024",26,22,13.41
11077,635,"536024",27,27,16.46
11078,635,"536024",28,4,2.44
11079,635,"536024",30,33,20.12
11080,635,"536024",34,1,0.61
11081,635,"536024",39,4,2.44
11082,636,"536041",2,1,0.22
11083,636,"536041",5,81,18.20
11084,636,"536041",6,13,2.92
11085,636,"536041",7,28,6.29
11086,636,"536041",9,22,4.94
11087,636,"536041",12,3,0.67
11088,636,"536041",13,1,0.22
11089,636,"536041",16,5,1.12
11090,636,"536041",19,2,0.45
11091,636,"536041",22,1,0.22
11092,636,"536041",24,10,2.25
11093,636,"536041",25,3,0.67
11094,636,"536041",26,37,8.31
11095,636,"536041",27,91,20.45
11096,636,"536041",28,30,6.74
11097,636,"536041",30,106,23.82
11098,636,"536041",34,5,1.12
11099,636,"536041",36,1,0.22
11100,636,"536041",37,1,0.22
11101,636,"536041",39,3,0.67
11102,636,"536041",40,1,0.22
11103,637,"536067",1,1,1.06
11104,637,"536067",5,16,17.02
11105,637,"536067",6,2,2.13
11106,637,"536067",7,3,3.19
11107,637,"536067",9,6,6.38
11108,637,"536067",19,1,1.06
11109,637,"536067",23,1,1.06
11110,637,"536067",24,2,2.13
11111,637,"536067",26,7,7.45
11112,637,"536067",27,5,5.32
11113,637,"536067",28,16,17.02
11114,637,"536067",30,29,30.85
11115,637,"536067",31,2,2.13
11116,637,"536067",40,3,3.19
11117,638,"536121",2,1,0.93
