"obecVysledkyId","obecId","nuts5","stranaId","hlasy","hlasyPct"
39541,2463,"560618",26,2,3.77
39542,2463,"560618",27,1,1.89
39543,2463,"560618",28,7,13.21
39544,2463,"560618",30,22,41.51
39545,2463,"560618",39,1,1.89
39546,2464,"560642",3,3,1.79
39547,2464,"560642",5,22,13.10
39548,2464,"560642",6,2,1.19
39549,2464,"560642",7,9,5.36
39550,2464,"560642",9,7,4.17
39551,2464,"560642",10,2,1.19
39552,2464,"560642",11,1,0.60
39553,2464,"560642",15,1,0.60
39554,2464,"560642",19,1,0.60
39555,2464,"560642",24,2,1.19
39556,2464,"560642",26,16,9.52
39557,2464,"560642",27,15,8.93
39558,2464,"560642",28,22,13.10
39559,2464,"560642",29,1,0.60
39560,2464,"560642",30,55,32.74
39561,2464,"560642",34,2,1.19
39562,2464,"560642",36,3,1.79
39563,2464,"560642",39,4,2.38
39564,2465,"560651",1,1,1.12
39565,2465,"560651",3,1,1.12
39566,2465,"560651",5,2,2.25
39567,2465,"560651",6,1,1.12
39568,2465,"560651",7,2,2.25
39569,2465,"560651",9,2,2.25
39570,2465,"560651",11,1,1.12
39571,2465,"560651",14,1,1.12
39572,2465,"560651",19,1,1.12
39573,2465,"560651",24,1,1.12
39574,2465,"560651",25,2,2.25
39575,2465,"560651",26,7,7.87
39576,2465,"560651",27,13,14.61
39577,2465,"560651",28,10,11.24
39578,2465,"560651",30,39,43.82
39579,2465,"560651",34,3,3.37
39580,2465,"560651",39,2,2.25
39581,2466,"560677",5,8,13.56
39582,2466,"560677",6,1,1.69
39583,2466,"560677",7,4,6.78
39584,2466,"560677",9,6,10.17
39585,2466,"560677",12,2,3.39
39586,2466,"560677",25,1,1.69
39587,2466,"560677",26,2,3.39
39588,2466,"560677",27,5,8.47
39589,2466,"560677",28,7,11.86
39590,2466,"560677",30,18,30.51
39591,2466,"560677",34,1,1.69
39592,2466,"560677",39,4,6.78
39593,2467,"560685",1,3,2.03
39594,2467,"560685",2,1,0.68
39595,2467,"560685",3,1,0.68
39596,2467,"560685",4,1,0.68
39597,2467,"560685",5,12,8.11
39598,2467,"560685",6,3,2.03
39599,2467,"560685",7,18,12.16
39600,2467,"560685",8,1,0.68
39601,2467,"560685",9,18,12.16
39602,2467,"560685",10,1,0.68
39603,2467,"560685",15,2,1.35
39604,2467,"560685",16,3,2.03
39605,2467,"560685",19,2,1.35
39606,2467,"560685",24,2,1.35
39607,2467,"560685",25,1,0.68
39608,2467,"560685",26,14,9.46
39609,2467,"560685",27,9,6.08
39610,2467,"560685",28,16,10.81
39611,2467,"560685",30,37,25.00
39612,2467,"560685",34,2,1.35
39613,2467,"560685",37,1,0.68
39614,2468,"560707",1,2,7.41
39615,2468,"560707",2,1,3.70
39616,2468,"560707",5,1,3.70
39617,2468,"560707",6,3,11.11
39618,2468,"560707",8,2,7.41
39619,2468,"560707",9,1,3.70
39620,2468,"560707",16,1,3.70
39621,2468,"560707",17,1,3.70
39622,2468,"560707",19,1,3.70
39623,2468,"560707",25,1,3.70
39624,2468,"560707",26,2,7.41
39625,2468,"560707",27,2,7.41
39626,2468,"560707",28,2,7.41
39627,2468,"560707",30,5,18.52
39628,2468,"560707",39,1,3.70
39629,2468,"560707",40,1,3.70
39630,2469,"579360",2,1,1.69
39631,2469,"579360",5,3,5.08
39632,2469,"579360",6,2,3.39
39633,2469,"579360",7,1,1.69
39634,2469,"579360",12,1,1.69
39635,2469,"579360",16,3,5.08
39636,2469,"579360",19,1,1.69
39637,2469,"579360",24,2,3.39
39638,2469,"579360",26,3,5.08
39639,2469,"579360",27,3,5.08
39640,2469,"579360",28,12,20.34
39641,2469,"579360",30,25,42.37
39642,2469,"579360",39,1,1.69
39643,2469,"579360",40,1,1.69
39644,2470,"530395",5,6,16.67
39645,2470,"530395",7,2,5.56
39646,2470,"530395",9,6,16.67
39647,2470,"530395",12,1,2.78
39648,2470,"530395",15,1,2.78
39649,2470,"530395",26,1,2.78
39650,2470,"530395",27,4,11.11
39651,2470,"530395",28,5,13.89
39652,2470,"530395",30,10,27.78
39653,2471,"530417",5,5,8.33
39654,2471,"530417",9,2,3.33
39655,2471,"530417",24,1,1.67
39656,2471,"530417",25,2,3.33
39657,2471,"530417",26,19,31.67
39658,2471,"530417",27,8,13.33
39659,2471,"530417",28,8,13.33
39660,2471,"530417",30,9,15.00
39661,2471,"530417",31,1,1.67
39662,2471,"530417",34,1,1.67
39663,2471,"530417",39,4,6.67
39664,2472,"544647",2,1,1.89
39665,2472,"544647",5,8,15.09
39666,2472,"544647",6,3,5.66
39667,2472,"544647",7,3,5.66
39668,2472,"544647",9,1,1.89
39669,2472,"544647",16,1,1.89
39670,2472,"544647",24,1,1.89
39671,2472,"544647",25,1,1.89
39672,2472,"544647",26,4,7.55
39673,2472,"544647",27,11,20.75
39674,2472,"544647",28,7,13.21
39675,2472,"544647",30,8,15.09
39676,2472,"544647",34,1,1.89
39677,2472,"544647",40,3,5.66
39678,2473,"544680",5,11,10.78
39679,2473,"544680",6,5,4.90
39680,2473,"544680",7,3,2.94
39681,2473,"544680",9,12,11.76
39682,2473,"544680",12,3,2.94
39683,2473,"544680",16,1,0.98
39684,2473,"544680",24,3,2.94
39685,2473,"544680",26,11,10.78
39686,2473,"544680",27,6,5.88
39687,2473,"544680",28,10,9.80
39688,2473,"544680",30,33,32.35
39689,2473,"544680",34,1,0.98
39690,2473,"544680",36,1,0.98
39691,2473,"544680",37,1,0.98
39692,2473,"544680",40,1,0.98
39693,2474,"544701",5,8,13.11
39694,2474,"544701",6,1,1.64
39695,2474,"544701",7,6,9.84
39696,2474,"544701",9,3,4.92
39697,2474,"544701",15,1,1.64
39698,2474,"544701",16,1,1.64
39699,2474,"544701",19,1,1.64
39700,2474,"544701",24,2,3.28
39701,2474,"544701",26,4,6.56
39702,2474,"544701",27,9,14.75
39703,2474,"544701",28,2,3.28
39704,2474,"544701",30,21,34.43
39705,2474,"544701",35,1,1.64
39706,2474,"544701",39,1,1.64
39707,2475,"545538",3,1,2.63
39708,2475,"545538",5,4,10.53
39709,2475,"545538",6,4,10.53
39710,2475,"545538",7,2,5.26
39711,2475,"545538",9,2,5.26
39712,2475,"545538",12,3,7.89
39713,2475,"545538",13,1,2.63
39714,2475,"545538",19,1,2.63
39715,2475,"545538",26,1,2.63
39716,2475,"545538",27,1,2.63
39717,2475,"545538",28,3,7.89
39718,2475,"545538",30,14,36.84
39719,2475,"545538",37,1,2.63
39720,2476,"545678",2,1,0.88
39721,2476,"545678",5,11,9.65
39722,2476,"545678",6,1,0.88
39723,2476,"545678",7,2,1.75
39724,2476,"545678",9,12,10.53
39725,2476,"545678",10,1,0.88
39726,2476,"545678",11,2,1.75
39727,2476,"545678",12,3,2.63
39728,2476,"545678",13,1,0.88
39729,2476,"545678",14,1,0.88
39730,2476,"545678",16,2,1.75
39731,2476,"545678",24,2,1.75
39732,2476,"545678",26,14,12.28
39733,2476,"545678",27,9,7.89
39734,2476,"545678",28,14,12.28
39735,2476,"545678",30,34,29.82
39736,2476,"545678",35,1,0.88
39737,2476,"545678",39,3,2.63
39738,2477,"545708",5,1,1.75
39739,2477,"545708",7,1,1.75
39740,2477,"545708",9,13,22.81
39741,2477,"545708",10,1,1.75
39742,2477,"545708",11,1,1.75
39743,2477,"545708",12,1,1.75
39744,2477,"545708",24,1,1.75
39745,2477,"545708",26,6,10.53
39746,2477,"545708",27,6,10.53
39747,2477,"545708",28,11,19.30
39748,2477,"545708",30,11,19.30
39749,2477,"545708",34,4,7.02
39750,2478,"545783",3,1,1.27
39751,2478,"545783",4,1,1.27
39752,2478,"545783",5,9,11.39
39753,2478,"545783",6,3,3.80
39754,2478,"545783",7,2,2.53
39755,2478,"545783",9,1,1.27
39756,2478,"545783",12,9,11.39
39757,2478,"545783",13,1,1.27
39758,2478,"545783",14,1,1.27
39759,2478,"545783",24,2,2.53
39760,2478,"545783",25,1,1.27
39761,2478,"545783",26,1,1.27
39762,2478,"545783",27,7,8.86
39763,2478,"545783",28,8,10.13
39764,2478,"545783",30,25,31.65
39765,2478,"545783",39,7,8.86
39766,2479,"545791",5,6,9.52
39767,2479,"545791",6,1,1.59
39768,2479,"545791",12,1,1.59
39769,2479,"545791",26,7,11.11
39770,2479,"545791",27,22,34.92
39771,2479,"545791",28,7,11.11
39772,2479,"545791",30,16,25.40
39773,2479,"545791",37,2,3.17
39774,2479,"545791",39,1,1.59
39775,2480,"545856",2,1,0.97
39776,2480,"545856",3,1,0.97
39777,2480,"545856",5,5,4.85
39778,2480,"545856",6,1,0.97
39779,2480,"545856",7,5,4.85
39780,2480,"545856",9,12,11.65
39781,2480,"545856",10,1,0.97
39782,2480,"545856",12,1,0.97
39783,2480,"545856",16,1,0.97
39784,2480,"545856",19,1,0.97
39785,2480,"545856",23,2,1.94
39786,2480,"545856",24,2,1.94
39787,2480,"545856",26,9,8.74
39788,2480,"545856",27,7,6.80
39789,2480,"545856",28,23,22.33
39790,2480,"545856",30,30,29.13
39791,2480,"545856",39,1,0.97
39792,2481,"545899",2,1,1.15
39793,2481,"545899",5,7,8.05
39794,2481,"545899",6,4,4.60
39795,2481,"545899",7,4,4.60
39796,2481,"545899",9,5,5.75
39797,2481,"545899",12,3,3.45
39798,2481,"545899",19,1,1.15
39799,2481,"545899",24,1,1.15
39800,2481,"545899",26,7,8.05
39801,2481,"545899",27,7,8.05
39802,2481,"545899",28,5,5.75
39803,2481,"545899",30,41,47.13
39804,2481,"545899",39,1,1.15
39805,2482,"545929",1,1,0.98
39806,2482,"545929",3,2,1.96
39807,2482,"545929",5,7,6.86
39808,2482,"545929",6,2,1.96
39809,2482,"545929",7,11,10.78
39810,2482,"545929",9,13,12.75
39811,2482,"545929",10,1,0.98
39812,2482,"545929",16,2,1.96
39813,2482,"545929",19,1,0.98
39814,2482,"545929",24,3,2.94
39815,2482,"545929",26,3,2.94
39816,2482,"545929",27,5,4.90
39817,2482,"545929",28,11,10.78
39818,2482,"545929",30,39,38.24
39819,2482,"545929",34,1,0.98
39820,2483,"546330",5,7,12.07
39821,2483,"546330",6,3,5.17
39822,2483,"546330",9,4,6.90
39823,2483,"546330",12,3,5.17
39824,2483,"546330",24,1,1.72
39825,2483,"546330",26,4,6.90
39826,2483,"546330",27,15,25.86
39827,2483,"546330",28,5,8.62
39828,2483,"546330",30,12,20.69
39829,2483,"546330",34,1,1.72
39830,2483,"546330",39,3,5.17
39831,2484,"546348",5,6,7.59
39832,2484,"546348",6,3,3.80
39833,2484,"546348",7,1,1.27
39834,2484,"546348",9,11,13.92
39835,2484,"546348",10,1,1.27
39836,2484,"546348",11,1,1.27
39837,2484,"546348",12,2,2.53
39838,2484,"546348",25,1,1.27
39839,2484,"546348",26,8,10.13
39840,2484,"546348",27,11,13.92
39841,2484,"546348",28,7,8.86
39842,2484,"546348",30,24,30.38
39843,2484,"546348",39,3,3.80
39844,2485,"546453",5,3,5.36
39845,2485,"546453",6,1,1.79
39846,2485,"546453",7,4,7.14
39847,2485,"546453",9,12,21.43
39848,2485,"546453",12,3,5.36
39849,2485,"546453",13,1,1.79
39850,2485,"546453",16,1,1.79
39851,2485,"546453",24,1,1.79
39852,2485,"546453",26,7,12.50
39853,2485,"546453",27,3,5.36
39854,2485,"546453",28,4,7.14
39855,2485,"546453",30,15,26.79
39856,2485,"546453",39,1,1.79
39857,2486,"546496",1,1,0.54
39858,2486,"546496",2,3,1.62
39859,2486,"546496",5,19,10.27
39860,2486,"546496",6,3,1.62
39861,2486,"546496",7,5,2.70
39862,2486,"546496",9,14,7.57
39863,2486,"546496",10,1,0.54
39864,2486,"546496",12,1,0.54
39865,2486,"546496",16,2,1.08
39866,2486,"546496",19,3,1.62
39867,2486,"546496",24,3,1.62
39868,2486,"546496",25,2,1.08
39869,2486,"546496",26,24,12.97
39870,2486,"546496",27,28,15.14
39871,2486,"546496",28,30,16.22
39872,2486,"546496",30,40,21.62
39873,2486,"546496",36,1,0.54
39874,2486,"546496",39,3,1.62
39875,2486,"546496",40,2,1.08
39876,2487,"555193",3,1,1.11
39877,2487,"555193",5,11,12.22
39878,2487,"555193",6,4,4.44
39879,2487,"555193",9,8,8.89
39880,2487,"555193",10,1,1.11
39881,2487,"555193",11,2,2.22
39882,2487,"555193",13,1,1.11
39883,2487,"555193",18,1,1.11
39884,2487,"555193",19,1,1.11
39885,2487,"555193",24,1,1.11
39886,2487,"555193",25,3,3.33
39887,2487,"555193",26,6,6.67
39888,2487,"555193",27,14,15.56
39889,2487,"555193",28,3,3.33
39890,2487,"555193",30,30,33.33
39891,2487,"555193",31,1,1.11
39892,2487,"555193",35,1,1.11
39893,2487,"555193",40,1,1.11
39894,2488,"562335",1,9,0.10
39895,2488,"562335",2,52,0.58
39896,2488,"562335",3,27,0.30
39897,2488,"562335",4,6,0.07
39898,2488,"562335",5,1037,11.47
39899,2488,"562335",6,180,1.99
39900,2488,"562335",7,336,3.72
39901,2488,"562335",8,86,0.95
39902,2488,"562335",9,636,7.03
39903,2488,"562335",10,30,0.33
39904,2488,"562335",11,34,0.38
39905,2488,"562335",12,111,1.23
39906,2488,"562335",13,24,0.27
39907,2488,"562335",14,11,0.12
39908,2488,"562335",15,18,0.20
39909,2488,"562335",16,71,0.79
39910,2488,"562335",17,4,0.04
39911,2488,"562335",18,4,0.04
39912,2488,"562335",19,45,0.50
39913,2488,"562335",21,5,0.06
39914,2488,"562335",22,5,0.06
39915,2488,"562335",23,18,0.20
39916,2488,"562335",24,204,2.26
39917,2488,"562335",25,52,0.58
39918,2488,"562335",26,736,8.14
39919,2488,"562335",27,1096,12.12
39920,2488,"562335",28,1090,12.05
39921,2488,"562335",29,9,0.10
39922,2488,"562335",30,2591,28.66
39923,2488,"562335",31,11,0.12
39924,2488,"562335",32,5,0.06
39925,2488,"562335",33,10,0.11
39926,2488,"562335",34,72,0.80
39927,2488,"562335",35,17,0.19
39928,2488,"562335",36,17,0.19
39929,2488,"562335",37,45,0.50
39930,2488,"562335",38,6,0.07
39931,2488,"562335",39,209,2.31
39932,2488,"562335",40,123,1.36
39933,2489,"562343",2,1,1.04
39934,2489,"562343",5,14,14.58
39935,2489,"562343",6,4,4.17
39936,2489,"562343",7,3,3.13
39937,2489,"562343",8,1,1.04
39938,2489,"562343",9,5,5.21
39939,2489,"562343",12,1,1.04
39940,2489,"562343",13,1,1.04
39941,2489,"562343",16,1,1.04
39942,2489,"562343",23,1,1.04
39943,2489,"562343",24,6,6.25
39944,2489,"562343",25,2,2.08
39945,2489,"562343",26,5,5.21
39946,2489,"562343",27,15,15.63
39947,2489,"562343",28,5,5.21
39948,2489,"562343",30,27,28.13
39949,2489,"562343",31,1,1.04
39950,2489,"562343",39,2,2.08
39951,2489,"562343",40,1,1.04
39952,2490,"562351",2,2,0.33
39953,2490,"562351",4,1,0.17
39954,2490,"562351",5,49,8.17
39955,2490,"562351",6,16,2.67
39956,2490,"562351",7,35,5.83
39957,2490,"562351",8,4,0.67
39958,2490,"562351",9,63,10.50
39959,2490,"562351",11,2,0.33
39960,2490,"562351",12,6,1.00
39961,2490,"562351",13,3,0.50
39962,2490,"562351",14,1,0.17
39963,2490,"562351",16,6,1.00
39964,2490,"562351",17,3,0.50
39965,2490,"562351",18,1,0.17
39966,2490,"562351",22,3,0.50
39967,2490,"562351",23,1,0.17
39968,2490,"562351",24,12,2.00
39969,2490,"562351",25,4,0.67
39970,2490,"562351",26,45,7.50
39971,2490,"562351",27,55,9.17
39972,2490,"562351",28,74,12.33
39973,2490,"562351",29,4,0.67
39974,2490,"562351",30,172,28.67
39975,2490,"562351",32,3,0.50
39976,2490,"562351",33,1,0.17
39977,2490,"562351",34,5,0.83
39978,2490,"562351",36,1,0.17
39979,2490,"562351",37,7,1.17
39980,2490,"562351",39,14,2.33
39981,2490,"562351",40,7,1.17
39982,2491,"562394",1,2,0.20
39983,2491,"562394",2,8,0.79
39984,2491,"562394",3,4,0.40
39985,2491,"562394",4,1,0.10
39986,2491,"562394",5,118,11.72
39987,2491,"562394",6,26,2.58
39988,2491,"562394",7,53,5.26
39989,2491,"562394",8,4,0.40
39990,2491,"562394",9,111,11.02
39991,2491,"562394",10,3,0.30
39992,2491,"562394",11,3,0.30
39993,2491,"562394",12,13,1.29
39994,2491,"562394",13,3,0.30
39995,2491,"562394",15,1,0.10
39996,2491,"562394",16,7,0.70
39997,2491,"562394",18,1,0.10
39998,2491,"562394",19,6,0.60
39999,2491,"562394",21,2,0.20
40000,2491,"562394",24,20,1.99
40001,2491,"562394",25,4,0.40
40002,2491,"562394",26,74,7.35
40003,2491,"562394",27,100,9.93
40004,2491,"562394",28,107,10.63
40005,2491,"562394",29,1,0.10
40006,2491,"562394",30,285,28.30
40007,2491,"562394",31,1,0.10
40008,2491,"562394",32,2,0.20
40009,2491,"562394",34,10,0.99
40010,2491,"562394",36,3,0.30
40011,2491,"562394",37,1,0.10
40012,2491,"562394",39,28,2.78
40013,2491,"562394",40,5,0.50
40014,2492,"562408",1,1,0.69
40015,2492,"562408",3,5,3.45
40016,2492,"562408",5,11,7.59
40017,2492,"562408",6,5,3.45
40018,2492,"562408",7,8,5.52
40019,2492,"562408",9,10,6.90
40020,2492,"562408",11,2,1.38
40021,2492,"562408",12,5,3.45
40022,2492,"562408",24,3,2.07
40023,2492,"562408",26,8,5.52
40024,2492,"562408",27,13,8.97
40025,2492,"562408",28,21,14.48
40026,2492,"562408",30,46,31.72
40027,2492,"562408",34,2,1.38
40028,2492,"562408",35,1,0.69
40029,2492,"562408",39,3,2.07
40030,2492,"562408",40,1,0.69
40031,2493,"562432",1,1,0.43
40032,2493,"562432",2,2,0.87
40033,2493,"562432",5,25,10.87
40034,2493,"562432",6,1,0.43
40035,2493,"562432",7,8,3.48
40036,2493,"562432",9,26,11.30
40037,2493,"562432",11,3,1.30
40038,2493,"562432",12,1,0.43
40039,2493,"562432",14,2,0.87
40040,2493,"562432",16,4,1.74
40041,2493,"562432",19,1,0.43
40042,2493,"562432",24,4,1.74
40043,2493,"562432",26,19,8.26
40044,2493,"562432",27,27,11.74
40045,2493,"562432",28,28,12.17
40046,2493,"562432",30,62,26.96
40047,2493,"562432",32,1,0.43
40048,2493,"562432",34,1,0.43
40049,2493,"562432",36,2,0.87
40050,2493,"562432",37,2,0.87
40051,2493,"562432",39,10,4.35
40052,2494,"562441",3,4,1.86
40053,2494,"562441",5,29,13.49
40054,2494,"562441",6,9,4.19
40055,2494,"562441",7,6,2.79
40056,2494,"562441",9,23,10.70
40057,2494,"562441",10,3,1.40
40058,2494,"562441",11,1,0.47
40059,2494,"562441",12,2,0.93
40060,2494,"562441",13,1,0.47
40061,2494,"562441",15,1,0.47
40062,2494,"562441",19,2,0.93
40063,2494,"562441",23,2,0.93
40064,2494,"562441",24,2,0.93
40065,2494,"562441",26,28,13.02
40066,2494,"562441",27,24,11.16
40067,2494,"562441",28,20,9.30
40068,2494,"562441",30,48,22.33
40069,2494,"562441",32,1,0.47
40070,2494,"562441",37,1,0.47
40071,2494,"562441",39,7,3.26
40072,2494,"562441",40,1,0.47
40073,2495,"562483",2,1,0.90
40074,2495,"562483",5,7,6.31
40075,2495,"562483",6,4,3.60
40076,2495,"562483",7,4,3.60
40077,2495,"562483",9,14,12.61
40078,2495,"562483",11,1,0.90
40079,2495,"562483",14,1,0.90
40080,2495,"562483",16,2,1.80
40081,2495,"562483",24,1,0.90
40082,2495,"562483",25,2,1.80
40083,2495,"562483",26,3,2.70
40084,2495,"562483",27,8,7.21
40085,2495,"562483",28,20,18.02
40086,2495,"562483",30,36,32.43
40087,2495,"562483",34,1,0.90
40088,2495,"562483",37,3,2.70
40089,2495,"562483",40,3,2.70
40090,2496,"562505",2,3,1.84
40091,2496,"562505",5,16,9.82
40092,2496,"562505",6,1,0.61
40093,2496,"562505",7,3,1.84
40094,2496,"562505",8,2,1.23
40095,2496,"562505",9,15,9.20
40096,2496,"562505",10,1,0.61
40097,2496,"562505",12,2,1.23
40098,2496,"562505",16,3,1.84
40099,2496,"562505",22,1,0.61
40100,2496,"562505",24,3,1.84
40101,2496,"562505",26,17,10.43
40102,2496,"562505",27,23,14.11
40103,2496,"562505",28,14,8.59
40104,2496,"562505",30,51,31.29
40105,2496,"562505",34,1,0.61
40106,2496,"562505",39,2,1.23
40107,2496,"562505",40,5,3.07
40108,2497,"562513",5,17,24.29
40109,2497,"562513",6,1,1.43
40110,2497,"562513",7,2,2.86
40111,2497,"562513",9,1,1.43
40112,2497,"562513",12,1,1.43
40113,2497,"562513",16,2,2.86
40114,2497,"562513",24,2,2.86
40115,2497,"562513",26,12,17.14
40116,2497,"562513",27,4,5.71
40117,2497,"562513",28,10,14.29
40118,2497,"562513",30,15,21.43
40119,2497,"562513",39,3,4.29
40120,2498,"562521",1,2,1.46
40121,2498,"562521",2,1,0.73
40122,2498,"562521",5,20,14.60
40123,2498,"562521",6,6,4.38
40124,2498,"562521",7,1,0.73
40125,2498,"562521",8,1,0.73
40126,2498,"562521",9,11,8.03
40127,2498,"562521",11,3,2.19
40128,2498,"562521",12,2,1.46
40129,2498,"562521",19,1,0.73
40130,2498,"562521",24,4,2.92
40131,2498,"562521",25,1,0.73
40132,2498,"562521",26,11,8.03
40133,2498,"562521",27,17,12.41
40134,2498,"562521",28,12,8.76
40135,2498,"562521",30,39,28.47
40136,2498,"562521",34,2,1.46
40137,2498,"562521",37,2,1.46
40138,2498,"562521",40,1,0.73
40139,2499,"562530",2,2,0.80
40140,2499,"562530",5,21,8.43
40141,2499,"562530",6,6,2.41
40142,2499,"562530",7,11,4.42
40143,2499,"562530",9,22,8.84
40144,2499,"562530",10,3,1.20
40145,2499,"562530",12,4,1.61
40146,2499,"562530",13,2,0.80
40147,2499,"562530",14,1,0.40
40148,2499,"562530",15,1,0.40
40149,2499,"562530",16,1,0.40
40150,2499,"562530",19,4,1.61
40151,2499,"562530",24,2,0.80
40152,2499,"562530",25,5,2.01
40153,2499,"562530",26,21,8.43
40154,2499,"562530",27,34,13.65
40155,2499,"562530",28,25,10.04
40156,2499,"562530",30,78,31.33
40157,2499,"562530",33,1,0.40
40158,2499,"562530",34,3,1.20
40159,2499,"562530",35,1,0.40
40160,2499,"562530",39,1,0.40
40161,2500,"562556",5,21,14.69
40162,2500,"562556",6,2,1.40
40163,2500,"562556",7,7,4.90
40164,2500,"562556",9,16,11.19
40165,2500,"562556",13,1,0.70
40166,2500,"562556",24,5,3.50
40167,2500,"562556",26,14,9.79
40168,2500,"562556",27,21,14.69
40169,2500,"562556",28,22,15.38
40170,2500,"562556",30,29,20.28
40171,2500,"562556",36,2,1.40
40172,2500,"562556",39,3,2.10
40173,2501,"562564",1,1,0.11
40174,2501,"562564",2,5,0.54
40175,2501,"562564",4,1,0.11
40176,2501,"562564",5,76,8.24
40177,2501,"562564",6,24,2.60
40178,2501,"562564",7,38,4.12
40179,2501,"562564",8,1,0.11
40180,2501,"562564",9,82,8.89
40181,2501,"562564",10,4,0.43
40182,2501,"562564",11,1,0.11
40183,2501,"562564",12,12,1.30
40184,2501,"562564",13,3,0.33
40185,2501,"562564",14,4,0.43
40186,2501,"562564",15,3,0.33
40187,2501,"562564",16,3,0.33
40188,2501,"562564",17,1,0.11
40189,2501,"562564",19,6,0.65
40190,2501,"562564",22,1,0.11
40191,2501,"562564",23,1,0.11
40192,2501,"562564",24,13,1.41
40193,2501,"562564",25,4,0.43
40194,2501,"562564",26,74,8.03
40195,2501,"562564",27,120,13.02
40196,2501,"562564",28,107,11.61
40197,2501,"562564",30,293,31.78
40198,2501,"562564",31,2,0.22
40199,2501,"562564",34,12,1.30
40200,2501,"562564",35,1,0.11
40201,2501,"562564",37,5,0.54
40202,2501,"562564",39,20,2.17
40203,2501,"562564",40,4,0.43
40204,2502,"562572",5,18,12.41
40205,2502,"562572",6,1,0.69
40206,2502,"562572",7,7,4.83
40207,2502,"562572",9,12,8.28
40208,2502,"562572",16,1,0.69
40209,2502,"562572",19,1,0.69
40210,2502,"562572",24,2,1.38
40211,2502,"562572",25,1,0.69
40212,2502,"562572",26,18,12.41
40213,2502,"562572",27,25,17.24
40214,2502,"562572",28,10,6.90
40215,2502,"562572",30,26,17.93
40216,2502,"562572",34,2,1.38
40217,2502,"562572",36,3,2.07
40218,2502,"562572",39,17,11.72
40219,2502,"562572",40,1,0.69
40220,2503,"562581",2,3,0.60
40221,2503,"562581",5,34,6.84
40222,2503,"562581",6,10,2.01
40223,2503,"562581",7,20,4.02
40224,2503,"562581",8,3,0.60
40225,2503,"562581",9,46,9.26
40226,2503,"562581",11,4,0.80
40227,2503,"562581",12,3,0.60
40228,2503,"562581",13,1,0.20
40229,2503,"562581",15,1,0.20
40230,2503,"562581",16,5,1.01
40231,2503,"562581",19,1,0.20
40232,2503,"562581",23,1,0.20
40233,2503,"562581",24,10,2.01
40234,2503,"562581",25,2,0.40
40235,2503,"562581",26,35,7.04
40236,2503,"562581",27,46,9.26
40237,2503,"562581",28,71,14.29
40238,2503,"562581",29,1,0.20
40239,2503,"562581",30,174,35.01
40240,2503,"562581",32,1,0.20
40241,2503,"562581",34,5,1.01
40242,2503,"562581",36,1,0.20
40243,2503,"562581",37,2,0.40
40244,2503,"562581",39,14,2.82
40245,2503,"562581",40,3,0.60
40246,2504,"562611",1,1,0.19
40247,2504,"562611",2,5,0.93
40248,2504,"562611",3,6,1.12
40249,2504,"562611",5,54,10.04
40250,2504,"562611",6,19,3.53
40251,2504,"562611",7,23,4.28
40252,2504,"562611",9,42,7.81
40253,2504,"562611",10,4,0.74
40254,2504,"562611",11,3,0.56
40255,2504,"562611",12,6,1.12
40256,2504,"562611",13,3,0.56
40257,2504,"562611",14,1,0.19
40258,2504,"562611",16,7,1.30
40259,2504,"562611",19,3,0.56
40260,2504,"562611",22,4,0.74
40261,2504,"562611",24,9,1.67
40262,2504,"562611",25,4,0.74
40263,2504,"562611",26,80,14.87
40264,2504,"562611",27,54,10.04
40265,2504,"562611",28,48,8.92
40266,2504,"562611",30,140,26.02
40267,2504,"562611",31,1,0.19
40268,2504,"562611",32,1,0.19
40269,2504,"562611",34,6,1.12
40270,2504,"562611",36,2,0.37
40271,2504,"562611",39,10,1.86
40272,2504,"562611",40,2,0.37
40273,2505,"562645",3,2,1.74
40274,2505,"562645",5,12,10.43
40275,2505,"562645",6,1,0.87
40276,2505,"562645",7,4,3.48
40277,2505,"562645",9,1,0.87
40278,2505,"562645",16,3,2.61
40279,2505,"562645",24,4,3.48
40280,2505,"562645",25,2,1.74
40281,2505,"562645",26,22,19.13
40282,2505,"562645",27,22,19.13
40283,2505,"562645",28,10,8.70
40284,2505,"562645",30,23,20.00
40285,2505,"562645",33,1,0.87
40286,2505,"562645",34,1,0.87
40287,2505,"562645",39,7,6.09
40288,2506,"562661",1,1,0.88
40289,2506,"562661",2,1,0.88
40290,2506,"562661",3,2,1.77
40291,2506,"562661",5,12,10.62
40292,2506,"562661",6,2,1.77
40293,2506,"562661",7,1,0.88
40294,2506,"562661",9,11,9.73
40295,2506,"562661",12,4,3.54
40296,2506,"562661",13,5,4.42
40297,2506,"562661",14,1,0.88
40298,2506,"562661",15,3,2.65
40299,2506,"562661",16,1,0.88
40300,2506,"562661",19,1,0.88
40301,2506,"562661",21,1,0.88
40302,2506,"562661",26,15,13.27
40303,2506,"562661",27,8,7.08
40304,2506,"562661",28,4,3.54
40305,2506,"562661",30,28,24.78
40306,2506,"562661",33,1,0.88
40307,2506,"562661",34,1,0.88
40308,2506,"562661",36,1,0.88
40309,2506,"562661",39,8,7.08
40310,2506,"562661",40,1,0.88
40311,2507,"562700",2,2,2.00
40312,2507,"562700",5,7,7.00
40313,2507,"562700",6,1,1.00
40314,2507,"562700",9,10,10.00
40315,2507,"562700",10,4,4.00
