"okresVysledkyId","okresId","nuts4","stranaId","hlasy","hlasyPct"
2663,69,"CZ0722",11,30,0.09
2664,69,"CZ0722",12,208,0.64
2665,69,"CZ0722",13,55,0.17
2666,69,"CZ0722",14,20,0.06
2667,69,"CZ0722",15,11,0.03
2668,69,"CZ0722",16,282,0.86
2669,69,"CZ0722",17,12,0.04
2670,69,"CZ0722",18,9,0.03
2671,69,"CZ0722",19,65,0.20
2672,69,"CZ0722",21,73,0.22
2673,69,"CZ0722",22,30,0.09
2674,69,"CZ0722",23,17,0.05
2675,69,"CZ0722",24,545,1.67
2676,69,"CZ0722",25,203,0.62
2677,69,"CZ0722",26,2640,8.07
2678,69,"CZ0722",27,3668,11.21
2679,69,"CZ0722",28,3021,9.23
2680,69,"CZ0722",29,24,0.07
2681,69,"CZ0722",30,6543,19.99
2682,69,"CZ0722",31,15,0.05
2683,69,"CZ0722",32,442,1.35
2684,69,"CZ0722",33,4,0.01
2685,69,"CZ0722",34,161,0.49
2686,69,"CZ0722",35,14,0.04
2687,69,"CZ0722",36,164,0.50
2688,69,"CZ0722",37,105,0.32
2689,69,"CZ0722",38,1,0.00
2690,69,"CZ0722",39,6136,18.75
2691,69,"CZ0722",40,138,0.42
2692,70,"CZ0723",1,15,0.05
2693,70,"CZ0723",2,150,0.48
2694,70,"CZ0723",3,113,0.36
2695,70,"CZ0723",4,17,0.05
2696,70,"CZ0723",5,4052,12.88
2697,70,"CZ0723",6,447,1.42
2698,70,"CZ0723",7,1289,4.10
2699,70,"CZ0723",8,12,0.04
2700,70,"CZ0723",9,1757,5.58
2701,70,"CZ0723",10,43,0.14
2702,70,"CZ0723",11,48,0.15
2703,70,"CZ0723",12,267,0.85
2704,70,"CZ0723",13,82,0.26
2705,70,"CZ0723",14,32,0.10
2706,70,"CZ0723",15,27,0.09
2707,70,"CZ0723",16,244,0.78
2708,70,"CZ0723",17,15,0.05
2709,70,"CZ0723",18,13,0.04
2710,70,"CZ0723",19,65,0.21
2711,70,"CZ0723",21,66,0.21
2712,70,"CZ0723",22,19,0.06
2713,70,"CZ0723",23,14,0.04
2714,70,"CZ0723",24,608,1.93
2715,70,"CZ0723",25,283,0.90
2716,70,"CZ0723",26,2467,7.84
2717,70,"CZ0723",27,3649,11.60
2718,70,"CZ0723",28,3363,10.69
2719,70,"CZ0723",29,26,0.08
2720,70,"CZ0723",30,6503,20.67
2721,70,"CZ0723",31,50,0.16
2722,70,"CZ0723",32,174,0.55
2723,70,"CZ0723",33,13,0.04
2724,70,"CZ0723",34,173,0.55
2725,70,"CZ0723",35,27,0.09
2726,70,"CZ0723",36,128,0.41
2727,70,"CZ0723",37,115,0.37
2728,70,"CZ0723",38,2,0.01
2729,70,"CZ0723",39,4951,15.74
2730,70,"CZ0723",40,141,0.45
2731,71,"CZ0724",1,28,0.06
2732,71,"CZ0724",2,139,0.31
2733,71,"CZ0724",3,148,0.33
2734,71,"CZ0724",4,9,0.02
2735,71,"CZ0724",5,5203,11.59
2736,71,"CZ0724",6,647,1.44
2737,71,"CZ0724",7,1688,3.76
2738,71,"CZ0724",8,9,0.02
2739,71,"CZ0724",9,2181,4.86
2740,71,"CZ0724",10,56,0.12
2741,71,"CZ0724",11,72,0.16
2742,71,"CZ0724",12,252,0.56
2743,71,"CZ0724",13,73,0.16
2744,71,"CZ0724",14,35,0.08
2745,71,"CZ0724",15,22,0.05
2746,71,"CZ0724",16,401,0.89
2747,71,"CZ0724",17,10,0.02
2748,71,"CZ0724",18,11,0.02
2749,71,"CZ0724",19,95,0.21
2750,71,"CZ0724",21,61,0.14
2751,71,"CZ0724",22,57,0.13
2752,71,"CZ0724",23,25,0.06
2753,71,"CZ0724",24,1006,2.24
2754,71,"CZ0724",25,326,0.73
2755,71,"CZ0724",26,4181,9.31
2756,71,"CZ0724",27,5555,12.37
2757,71,"CZ0724",28,4818,10.73
2758,71,"CZ0724",29,33,0.07
2759,71,"CZ0724",30,10302,22.95
2760,71,"CZ0724",31,66,0.15
2761,71,"CZ0724",32,248,0.55
2762,71,"CZ0724",33,11,0.02
2763,71,"CZ0724",34,214,0.48
2764,71,"CZ0724",35,24,0.05
2765,71,"CZ0724",36,164,0.37
2766,71,"CZ0724",37,181,0.40
2767,71,"CZ0724",38,3,0.01
2768,71,"CZ0724",39,6284,14.00
2769,71,"CZ0724",40,258,0.57
2770,72,"CZ0801",1,17,0.10
2771,72,"CZ0801",2,64,0.39
2772,72,"CZ0801",3,52,0.32
2773,72,"CZ0801",4,7,0.04
2774,72,"CZ0801",5,1667,10.19
2775,72,"CZ0801",6,382,2.34
2776,72,"CZ0801",7,715,4.37
2777,72,"CZ0801",8,12,0.07
2778,72,"CZ0801",9,2013,12.31
2779,72,"CZ0801",10,32,0.20
2780,72,"CZ0801",11,32,0.20
2781,72,"CZ0801",12,162,0.99
2782,72,"CZ0801",13,32,0.20
2783,72,"CZ0801",14,16,0.10
2784,72,"CZ0801",15,18,0.11
2785,72,"CZ0801",16,115,0.70
2786,72,"CZ0801",17,8,0.05
2787,72,"CZ0801",18,7,0.04
2788,72,"CZ0801",19,39,0.24
2789,72,"CZ0801",21,32,0.20
2790,72,"CZ0801",22,13,0.08
2791,72,"CZ0801",23,10,0.06
2792,72,"CZ0801",24,236,1.44
2793,72,"CZ0801",25,98,0.60
2794,72,"CZ0801",26,887,5.42
2795,72,"CZ0801",27,1515,9.26
2796,72,"CZ0801",28,2146,13.12
2797,72,"CZ0801",29,32,0.20
2798,72,"CZ0801",30,4772,29.17
2799,72,"CZ0801",31,25,0.15
2800,72,"CZ0801",32,106,0.65
2801,72,"CZ0801",33,2,0.01
2802,72,"CZ0801",34,80,0.49
2803,72,"CZ0801",35,18,0.11
2804,72,"CZ0801",36,39,0.24
2805,72,"CZ0801",37,51,0.31
2806,72,"CZ0801",38,1,0.01
2807,72,"CZ0801",39,769,4.70
2808,72,"CZ0801",40,136,0.83
2809,73,"CZ0802",1,31,0.07
2810,73,"CZ0802",2,200,0.45
2811,73,"CZ0802",3,159,0.36
2812,73,"CZ0802",4,18,0.04
2813,73,"CZ0802",5,5224,11.76
2814,73,"CZ0802",6,714,1.61
2815,73,"CZ0802",7,2512,5.65
2816,73,"CZ0802",8,9,0.02
2817,73,"CZ0802",9,3568,8.03
2818,73,"CZ0802",10,83,0.19
2819,73,"CZ0802",11,83,0.19
2820,73,"CZ0802",12,357,0.80
2821,73,"CZ0802",13,70,0.16
2822,73,"CZ0802",14,35,0.08
2823,73,"CZ0802",15,24,0.05
2824,73,"CZ0802",16,377,0.85
2825,73,"CZ0802",17,13,0.03
2826,73,"CZ0802",18,7,0.02
2827,73,"CZ0802",19,93,0.21
2828,73,"CZ0802",21,49,0.11
2829,73,"CZ0802",22,23,0.05
2830,73,"CZ0802",23,23,0.05
2831,73,"CZ0802",24,736,1.66
2832,73,"CZ0802",25,221,0.50
2833,73,"CZ0802",26,2507,5.64
2834,73,"CZ0802",27,4987,11.23
2835,73,"CZ0802",28,5107,11.50
2836,73,"CZ0802",29,35,0.08
2837,73,"CZ0802",30,10812,24.34
2838,73,"CZ0802",31,50,0.11
2839,73,"CZ0802",32,123,0.28
2840,73,"CZ0802",33,17,0.04
2841,73,"CZ0802",34,243,0.55
2842,73,"CZ0802",35,29,0.07
2843,73,"CZ0802",36,179,0.40
2844,73,"CZ0802",37,176,0.40
2845,73,"CZ0802",38,0,0.00
2846,73,"CZ0802",39,5261,11.84
2847,73,"CZ0802",40,270,0.61
2848,74,"CZ0803",1,26,0.06
2849,74,"CZ0803",2,149,0.36
2850,74,"CZ0803",3,91,0.22
2851,74,"CZ0803",4,26,0.06
2852,74,"CZ0803",5,3911,9.50
2853,74,"CZ0803",6,870,2.11
2854,74,"CZ0803",7,2614,6.35
2855,74,"CZ0803",8,34,0.08
2856,74,"CZ0803",9,4926,11.97
2857,74,"CZ0803",10,142,0.34
2858,74,"CZ0803",11,112,0.27
2859,74,"CZ0803",12,342,0.83
2860,74,"CZ0803",13,88,0.21
2861,74,"CZ0803",14,43,0.10
2862,74,"CZ0803",15,23,0.06
2863,74,"CZ0803",16,329,0.80
2864,74,"CZ0803",17,10,0.02
2865,74,"CZ0803",18,9,0.02
2866,74,"CZ0803",19,61,0.15
2867,74,"CZ0803",21,43,0.10
2868,74,"CZ0803",22,31,0.08
2869,74,"CZ0803",23,25,0.06
2870,74,"CZ0803",24,463,1.12
2871,74,"CZ0803",25,205,0.50
2872,74,"CZ0803",26,1765,4.29
2873,74,"CZ0803",27,3802,9.24
2874,74,"CZ0803",28,4934,11.99
2875,74,"CZ0803",29,42,0.10
2876,74,"CZ0803",30,11978,29.10
2877,74,"CZ0803",31,37,0.09
2878,74,"CZ0803",32,119,0.29
2879,74,"CZ0803",33,17,0.04
2880,74,"CZ0803",34,200,0.49
2881,74,"CZ0803",35,41,0.10
2882,74,"CZ0803",36,343,0.83
2883,74,"CZ0803",37,93,0.23
2884,74,"CZ0803",38,3,0.01
2885,74,"CZ0803",39,2870,6.97
2886,74,"CZ0803",40,351,0.85
2887,75,"CZ0804",1,26,0.08
2888,75,"CZ0804",2,209,0.64
2889,75,"CZ0804",3,110,0.34
2890,75,"CZ0804",4,10,0.03
2891,75,"CZ0804",5,4397,13.39
2892,75,"CZ0804",6,515,1.57
2893,75,"CZ0804",7,1288,3.92
2894,75,"CZ0804",8,17,0.05
2895,75,"CZ0804",9,3747,11.41
2896,75,"CZ0804",10,52,0.16
2897,75,"CZ0804",11,60,0.18
2898,75,"CZ0804",12,226,0.69
2899,75,"CZ0804",13,80,0.24
2900,75,"CZ0804",14,28,0.09
2901,75,"CZ0804",15,24,0.07
2902,75,"CZ0804",16,205,0.62
2903,75,"CZ0804",17,8,0.02
2904,75,"CZ0804",18,13,0.04
2905,75,"CZ0804",19,78,0.24
2906,75,"CZ0804",21,65,0.20
2907,75,"CZ0804",22,22,0.07
2908,75,"CZ0804",23,21,0.06
2909,75,"CZ0804",24,530,1.61
2910,75,"CZ0804",25,173,0.53
2911,75,"CZ0804",26,1967,5.99
2912,75,"CZ0804",27,3618,11.02
2913,75,"CZ0804",28,3064,9.33
2914,75,"CZ0804",29,25,0.08
2915,75,"CZ0804",30,7656,23.32
2916,75,"CZ0804",31,54,0.16
2917,75,"CZ0804",32,154,0.47
2918,75,"CZ0804",33,10,0.03
2919,75,"CZ0804",34,190,0.58
2920,75,"CZ0804",35,62,0.19
2921,75,"CZ0804",36,222,0.68
2922,75,"CZ0804",37,97,0.30
2923,75,"CZ0804",38,2,0.01
2924,75,"CZ0804",39,3585,10.92
2925,75,"CZ0804",40,217,0.66
2926,76,"CZ0805",1,24,0.07
2927,76,"CZ0805",2,123,0.36
2928,76,"CZ0805",3,142,0.41
2929,76,"CZ0805",4,20,0.06
2930,76,"CZ0805",5,4626,13.51
2931,76,"CZ0805",6,691,2.02
2932,76,"CZ0805",7,1425,4.16
2933,76,"CZ0805",8,22,0.06
2934,76,"CZ0805",9,2370,6.92
2935,76,"CZ0805",10,55,0.16
2936,76,"CZ0805",11,65,0.19
2937,76,"CZ0805",12,267,0.78
2938,76,"CZ0805",13,75,0.22
2939,76,"CZ0805",14,27,0.08
2940,76,"CZ0805",15,28,0.08
2941,76,"CZ0805",16,291,0.85
2942,76,"CZ0805",17,6,0.02
2943,76,"CZ0805",18,7,0.02
2944,76,"CZ0805",19,62,0.18
2945,76,"CZ0805",21,42,0.12
2946,76,"CZ0805",22,25,0.07
2947,76,"CZ0805",23,20,0.06
2948,76,"CZ0805",24,698,2.04
2949,76,"CZ0805",25,212,0.62
2950,76,"CZ0805",26,2464,7.20
2951,76,"CZ0805",27,3838,11.21
2952,76,"CZ0805",28,3142,9.18
2953,76,"CZ0805",29,31,0.09
2954,76,"CZ0805",30,8817,25.76
2955,76,"CZ0805",31,68,0.20
2956,76,"CZ0805",32,122,0.36
2957,76,"CZ0805",33,11,0.03
2958,76,"CZ0805",34,224,0.65
2959,76,"CZ0805",35,25,0.07
2960,76,"CZ0805",36,138,0.40
2961,76,"CZ0805",37,149,0.44
2962,76,"CZ0805",38,0,0.00
2963,76,"CZ0805",39,3692,10.79
2964,76,"CZ0805",40,188,0.55
2965,77,"CZ0806",1,35,0.06
2966,77,"CZ0806",2,225,0.36
2967,77,"CZ0806",3,215,0.35
2968,77,"CZ0806",4,19,0.03
2969,77,"CZ0806",5,9012,14.52
2970,77,"CZ0806",6,1111,1.79
2971,77,"CZ0806",7,2514,4.05
2972,77,"CZ0806",8,40,0.06
2973,77,"CZ0806",9,5880,9.47
2974,77,"CZ0806",10,161,0.26
2975,77,"CZ0806",11,129,0.21
2976,77,"CZ0806",12,384,0.62
2977,77,"CZ0806",13,111,0.18
2978,77,"CZ0806",14,40,0.06
2979,77,"CZ0806",15,32,0.05
2980,77,"CZ0806",16,566,0.91
2981,77,"CZ0806",17,11,0.02
2982,77,"CZ0806",18,30,0.05
2983,77,"CZ0806",19,115,0.19
2984,77,"CZ0806",21,66,0.11
2985,77,"CZ0806",22,46,0.07
2986,77,"CZ0806",23,23,0.04
2987,77,"CZ0806",24,1030,1.66
2988,77,"CZ0806",25,336,0.54
2989,77,"CZ0806",26,3791,6.11
2990,77,"CZ0806",27,7040,11.34
2991,77,"CZ0806",28,7365,11.86
2992,77,"CZ0806",29,44,0.07
2993,77,"CZ0806",30,16202,26.10
2994,77,"CZ0806",31,84,0.14
2995,77,"CZ0806",32,168,0.27
2996,77,"CZ0806",33,13,0.02
2997,77,"CZ0806",34,369,0.59
2998,77,"CZ0806",35,94,0.15
2999,77,"CZ0806",36,504,0.81
3000,77,"CZ0806",37,193,0.31
3001,77,"CZ0806",38,9,0.01
3002,77,"CZ0806",39,3691,5.95
3003,77,"CZ0806",40,381,0.61
